feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,MSE Loss,Anomaly,Anomaly Probability
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256481116580485,0.267160848884534,-1.5887137503472306,-1.0129045808401866,-1.2491563390777276,-0.42151884511301124,0.09126551952121718,False,0.015173233675378182
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.7992459146228412,-0.20721133216393525,0.4010270935528652,-0.317805156162911,-0.6727322614378245,0.04946851235881751,0.09706096544358529,False,0.01621571978563112
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3671328404338369,-0.17676441594376704,0.4010270935528652,-0.42902172918272385,0.06089941181808213,-0.511556634566083,0.025214619769413516,False,0.0032919830376656545
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16125308780976153,-0.18546023974301207,0.4010270935528652,0.09926114935794188,0.21810700743408576,-0.061349956345731364,0.045616859653698966,False,0.006961942516594797
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05010229798541373,-0.11146500698975477,0.0030789247728461493,-1.2909376999966091,-0.14871448862203418,-1.3080665947494012,0.09144052838713077,False,0.01520471430936734
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.68963901605336,-0.20721133216393525,-0.26221985441383333,-0.5402383022025367,-1.406363934693731,0.35421043581883044,0.11532139005847278,False,0.01950040905429788
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.68963901605336,-0.18546023974301207,0.0030789247728461493,0.1270611359163404,0.11329439778586099,0.021755029705183795,0.06831503906504151,False,0.011044896111766112
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6841633828822601,-0.14193498905554433,-0.26221985441383333,-0.8738880212619753,-0.3059220842380384,-0.7816700029252983,0.07810420025220013,False,0.01280577261813684
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6313232683112965,1.1810757840932498,-0.7928174127871922,-0.6792548617807481,0.9517273618336586,-1.1695523743462117,0.2729544207222686,False,0.047855473907863925
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10841297323879787,2.4431696589560863,-1.3764890134157217,-2.68113654935116,0.9517273618336586,-2.8318294049144437,0.18881168278115154,False,0.032719859365467396
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2653843532081428,-0.20721133216393525,0.10920319858679617,-0.317805156162911,0.16570070260997305,-0.4492145968116522,0.07833351350722367,False,0.012847021537799133
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256481116580485,-0.050548108703796994,0.0826780828074063,-0.6514548752223496,-0.35831707020581727,-0.5046415621189191,0.03886720612566465,False,0.005747813328564978
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5784831537403329,-0.1293179715006716,0.0826780828074063,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.051481531304173996,False,0.008016880966320885
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05010229798541373,-0.18546023974301207,0.7989752623328845,0.7387439741322013,1.108934957449662,0.021755029705183795,0.08765741052911605,False,0.01452420622193812
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256481116580485,-0.1210373329226107,0.10920319858679617,-0.6236548886639515,-0.2535157794139257,-0.5323373138175601,0.027334577331747028,False,0.003673321478686827
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3182244677791066,-0.17240497112133388,0.5336764831462054,-0.26218855625989523,-0.9347411478457197,0.29880120146655575,0.08592361740083494,False,0.014212331125785642
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3182244677791066,-0.17676441594376704,-0.7928174127871922,0.40509425507276275,1.1613412622737749,-0.2829868937548286,0.13533333819040724,False,0.023100162765418576
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.371059509861391,0.8764451609722183,-1.456064360753891,-1.652387405614446,-0.7251385662619372,-1.4742942978062246,0.07796998319160069,False,0.012781629623221838
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3237001009502063,-0.18981968456544526,-0.9254668023805318,-0.039755410220269516,-0.9871474526698324,0.6589700902338356,0.16314670701709594,False,0.028103237778034206
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26145261129190966,-0.1293179715006716,0.0826780828074063,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.012371738728151333,False,0.0009818027201387062
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.2708599863792427,-0.1293179715006716,0.0826780828074063,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.05421289640259384,False,0.008508199531841868
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0540289674129677,-0.19851550836469023,-1.85401252953391,0.2938776820529499,0.3229082982259773,-0.005940721993456681,0.16260291771096652,False,0.028005420835880365
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.587890528827666,-0.18981968456544526,-0.3948692440071729,-0.7348548348975452,-0.6203372754700457,-0.4492145968116522,0.021161795473949124,False,0.0025629600958743397
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.587890528827666,-0.17240497112133388,0.666325872739545,0.015844562896527567,0.11329439778586099,-0.08906343899936459,0.020354176409579733,False,0.002417685397730571
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.006669558501783,-0.19415606354225706,0.2683777039595256,-0.5402383022025367,0.008493106993969442,-0.615460030823468,0.03137276782599501,False,0.00439971208903848
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.42544351568722105,-0.17240497112133388,-0.26221985441383333,0.26607769549455135,0.008493106993969442,0.18798273276200736,0.025781958961028428,False,0.0033940361384940036
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1123447151550312,-0.20721133216393525,1.5948715998929233,2.7128256751442144,3.100216076777265,0.5204381388756535,0.09504625373452456,False,0.015853312992263693
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7424740581356443,-0.1549902576772225,1.0642740415195644,0.34949428195596566,0.6373234894579846,-0.061349956345731364,0.02719989517310601,False,0.003649094821831961
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7424740581356443,0.20578263368614946,3.71728564408275,1.6284765582907041,-3.65965394042923,13.818654383421507,1.1969187076816123,True,0.21405837674355963
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7424740581356443,0.132248717845319,3.571373696599715,0.3772942685143642,-3.65965394042923,9.191992180484093,0.8258033121601921,True,0.1473020562956553
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.6935656854809138,-0.1293179715006716,0.0826780828074063,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.06092223239518679,False,0.009715076392568446
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0540289674129677,-0.20721133216393525,0.666325872739545,1.9621262773501427,-0.7775335522297161,2.875339464324812,0.10037888204904213,False,0.01681254736758067
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.371059509861391,-0.20721133216393525,-1.85401252953391,-1.0963211673016011,-0.41072337502992934,1.767154777279324,0.19725206203723958,False,0.034238116676052976
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4728079970870849,0.2145015233310158,-2.1193113087205897,-0.7904714348005609,-1.7731741118935176,0.35421043581883044,0.18485879563597254,False,0.032008813140647706
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7424740581356443,-0.20721133216393525,-0.6601680231938524,-0.09537201012328529,-0.9871474526698324,0.5758473732279277,0.11861149031882895,False,0.020092233025861984
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6352550102275298,-0.08535446974639839,-0.7928174127871922,-0.40122174262432575,-0.8823461618779408,0.13257349840973268,0.03246047158992426,False,0.004595368485656662
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05010229798541373,-0.15063081285478933,-0.12957046482049342,-0.15097198324008237,-0.2535157794139257,-0.033654204647090395,0.029079827144423635,False,0.00398725740579379
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7369984249645445,-0.20721133216393525,-0.26221985441383333,-0.039755410220269516,-1.406363934693731,1.0468169997447636,0.05124484374108216,False,0.007974305554471985
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05010229798541373,-0.20721133216393525,0.0826780828074063,0.5441274414371933,0.5325108798097598,0.1602869810633664,0.047599552015726423,False,0.007318589662647992
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10841297323879787,-0.03749284008211882,0.0826780828074063,0.2938776820529499,-0.9347411478457197,1.0191212480461231,0.0939175724376475,False,0.015650285547843017
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16125308780976153,-0.18981968456544526,-0.26221985441383333,-0.6514548752223496,-0.8299398570538281,-0.2275953903575472,0.03783226344160112,False,0.005561647606807496
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557774546386617,-0.20721133216393525,-0.26221985441383333,-0.17878859658470006,-0.35831707020581727,-0.005940721993456681,0.017859614943710196,False,0.001968963122658668
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.1123447151550312,-0.1293179715006716,1.3295728207062434,1.3504434391342814,0.16570070260997305,1.1853489511029462,0.18919003744152882,False,0.03278791788649861
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10293734006769804,-0.19415606354225706,0.0826780828074063,-1.3743542864580236,-0.5679309706459336,-1.2249438777434933,0.09252922115276142,False,0.015400548607833032
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.10293734006769804,-0.20721133216393525,-0.12957046482049342,-0.20658858314309814,-0.2535157794139257,-0.08906343899936459,0.07325732766599474,False,0.011933916092000849
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4728079970870849,-0.1680455262989007,0.2683777039595256,-0.5124383156441387,-0.5679309706459336,-0.2275953903575472,0.03724417462722759,False,0.005455862059190995
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.16125308780976153,-0.20721133216393525,-0.9254668023805318,-0.7626714482421624,0.11329439778586099,-0.8647927199312062,0.10305937787509693,False,0.017294715556997797
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.2708599863792427,-0.20721133216393525,-0.26221985441383333,-0.6792548617807481,-1.0395537574939444,-0.11675919069800555,0.08370872410271148,False,0.013813915623352217
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557774546386617,-0.2094025874979625,1.0642740415195644,2.212359409948167,3.5718388636252767,0.021755029705183795,0.14490814120422738,False,0.024822480475569314
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4767397390033181,-0.1293179715006716,1.0642740415195644,-0.17878859658470006,0.11329439778586099,-0.2829868937548286,0.10173242241070579,False,0.017056022510926416
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.2708599863792427,-0.2094025874979625,-0.5275186336005128,-0.5124383156441387,-0.5155246658218209,-0.2829868937548286,0.052868208476859566,False,0.00826631676665337
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5784831537403329,-0.19851550836469023,-1.5887137503472306,-0.9851045942817883,-0.6727322614378245,-0.7262784995280164,0.05238465134099333,False,0.008179334400773876
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3671328404338369,-0.2094025874979625,2.125492968962673,-0.42902172918272385,0.21810700743408576,-0.5877465481698343,0.28709542130009946,False,0.050399160258308505
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7898385395355081,-0.1210373329226107,0.0030789247728461493,-0.7348548348975452,-0.09630818379792211,-0.7262784995280164,0.08423706901513843,False,0.013908954424508495
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7937702814517413,-0.2094025874979625,0.0030789247728461493,-0.846071407917358,-1.8779867215417427,0.35421043581883044,0.1122672103233616,False,0.018951022519643028
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0540289674129677,-0.1680455262989007,-0.3948692440071729,-0.4568217157411224,-1.0395537574939444,0.1602869810633664,0.036717439929156014,False,0.005361112903753528
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.371059509861391,-0.10712862801294293,-0.9254668023805318,-0.6236548886639515,-0.463129679854042,-0.4492145968116522,0.03703229267853471,False,0.005417748686814742
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0540289674129677,-0.14193498905554433,0.2683777039595256,-0.06757202356488722,0.742124780249876,-0.4769280794652854,0.07559164349650577,False,0.012353813346301677
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0540289674129677,-0.1293179715006716,1.5948715998929233,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.2331650010623094,False,0.040698144189638664
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3237001009502063,-0.12887972043386614,-0.6601680231938524,-0.15097198324008237,0.06089941181808213,-0.23229409343061982,0.04671677734129698,False,0.007159795956537503
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256481116580485,-0.09840973836807658,0.10920319858679617,-0.846071407917358,-0.463129679854042,-0.6431557825221085,0.021421938917522282,False,0.0026097547567565473
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256481116580485,-0.15063081285478933,2.5234411377426924,-0.34560514272130954,-0.7251385662619372,0.04946851235881751,0.36367447851617163,False,0.06417421821819702
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6841633828822601,-0.12452027561143296,0.7989752623328845,0.6831440010154042,0.06089941181808213,0.6312566075802024,0.07263375399027547,False,0.011821747519579576
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1651848297259948,-0.20287495318712342,0.7989752623328845,-0.8182714213589595,-0.7251385662619372,-0.5046415621189191,0.05360168207578653,False,0.008398254161870431
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4767397390033181,-0.17676441594376704,0.4010270935528652,0.40509425507276275,0.3229082982259773,0.13257349840973268,0.0471950660256719,False,0.007245830632183009
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9483538107597197,-0.11146500698975477,-0.26221985441383333,0.34949428195596566,-0.6727322614378245,0.8528935449892996,0.013343883415146812,False,0.0011566723241216326
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26145261129190966,-0.19851550836469023,0.10920319858679617,0.34949428195596566,-0.8299398570538281,1.0191212480461231,0.05847348327423557,False,0.009274594852358917
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26145261129190966,-0.1680455262989007,0.2683777039595256,-0.846071407917358,-1.4587702395178435,0.021755029705183795,0.09165628136556703,False,0.015243524003440648
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.26692824446300945,-0.19851550836469023,0.10920319858679617,-0.2900051696045129,-0.6727322614378245,0.10487774671109171,0.057500595094860794,False,0.009099591508800317
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31429272586287327,-0.17676441594376704,0.2683777039595256,-0.3734051292797081,-0.6203372754700457,-0.061349956345731364,0.033134149473376215,False,0.004716549814184405
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31429272586287327,-0.2094025874979625,-0.12957046482049342,0.3772942685143642,0.06089941181808213,0.29880120146655575,0.015351081260156987,False,0.001517727521941116
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.8481542872775716,-0.19851550836469023,-1.1907655815672114,-1.1241211538599996,-1.9827880123336339,0.021755029705183795,0.20769911754033382,False,0.0361173353592923
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.9049210712760891,-0.2094025874979625,5.574377098389506,4.047424551381969,0.3229082982259773,3.623355262603019,0.13442091304812356,False,0.022936035526511026
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.2708599863792427,-0.10276918319050976,0.7989752623328845,1.9343262907917442,2.995414785985375,0.04946851235881751,0.11460984922410104,False,0.019372416929680277
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20861756920962532,0.14530398646699716,0.0030789247728461493,-1.207537740321414,-0.20112079344614686,-1.1972481260448526,0.11071348962880803,False,0.018671538893191935
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1123447151550312,-0.17676441594376704,0.7989752623328845,0.09926114935794188,-0.35831707020581727,0.2711054497679153,0.07983112429132444,False,0.013116412100993641
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557774546386617,-0.19851550836469023,0.0826780828074063,-0.9294879943787724,0.16570070260997305,-1.0310204229880293,0.09738977812684055,False,0.01627486668472401
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.006669558501783,-0.19851550836469023,0.666325872739545,-0.06757202356488722,-0.3059220842380384,0.07716426405745848,0.09639233817505852,False,0.01609544696284707
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5311237448291484,-0.2094025874979625,0.0030789247728461493,0.5441274414371933,0.21810700743408576,0.35421043581883044,0.11598996563341527,False,0.01962067257842841
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3765351430324906,-0.1293179715006716,0.0826780828074063,0.04864921210688605,0.06089941181808213,-0.0317215305528831,0.010635928563668887,False,0.0006695647990626686
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8955136961887561,-0.1293179715006716,0.0826780828074063,-0.011955423661870974,0.2705019934018646,-0.19988190770391348,0.0467658957460274,False,0.007168631386179183
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.218019871808279,-0.20287495318712342,0.2683777039595256,-0.5680382887609352,0.06089941181808213,-0.6431557825221085,0.03488330650587537,False,0.005031188572867968
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557774546386617,-0.20287495318712342,2.125492968962673,5.326406827716708,4.043450331616955,1.6286228259211413,0.6903551912037348,True,0.1229376179679711
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557774546386617,0.1191934492236408,-1.3234149711605512,-0.6514548752223496,-0.7251385662619372,-0.3107003764084623,0.17417825963059208,False,0.03008759593237534
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.218019871808279,-0.20287495318712342,0.9316246519262248,-0.17878859658470006,0.06089941181808213,-0.26000757608425357,0.02969266134121779,False,0.004097494158341188
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.7424740581356443,-0.002663413193896066,0.5336764831462054,0.1270611359163404,-0.7251385662619372,0.6035608558815614,0.1204460989865539,False,0.020422242843824604
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6367989014823963,-0.20287495318712342,-0.5275186336005128,-0.40122174262432575,0.06089941181808213,-0.4769280794652854,0.07323760000757547,False,0.011930367476386901
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.3237001009502063,-0.13757554423311114,-0.12957046482049342,1.0167937200748427,1.108934957449662,0.2711054497679153,0.1016599970899626,False,0.01704299462801339
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.10841297323879787,-0.20287495318712342,0.0030789247728461493,0.3216942953975676,0.3229082982259773,0.07716426405745848,0.010549250487574467,False,0.0006539731273255337
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7898385395355081,-0.1210373329226107,-0.7928174127871922,0.26607769549455135,0.008493106993969442,0.21567848446064783,0.027990253304942973,False,0.0037912646195666657
